sparql,owl
"SELECT ?s ?p WHERE { ?s ?p <http://dbpedia.org/resource/Steven_Spielberg> } ","(Thing THAT (topProperty SOME http://dbpedia.org/resource/Steven_Spielberg))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Virkie> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Virkie))"
"SELECT ?b ?c WHERE { ?b a <http://dbpedia.org/ontology/Artist> . ?c a <http://dbpedia.org/ontology/Work> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/George_Harrison> ; <http://dbpedia.org/ontology/starring> ?b } ","ObjectProperty: http://dbpedia.org/ontology/starringInverse 
   inverseOf http://dbpedia.org/ontology/starring
(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Artist )) AND (Thing THAT (http://dbpedia.org/ontology/starringInverse SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Work )) AND (Thing THAT ( http://dbpedia.org/ontology/starring SOME http://dbpedia.org/resource/George_Harrison )))))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Volsk> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Volsk))"
"SELECT ?prop ?m WHERE { ?subject <http://dbpedia.org/property/starring> <http://dbpedia.org/resource/Tom_Cruise> ; <http://dbpedia.org/property/director> ?prop ; ?m _:b0 } ","ObjectProperty: http://dbpedia.org/property/directorInverse 
   inverseOf http://dbpedia.org/property/director
(Thing THAT (http://dbpedia.org/property/directorInverse SOME ((Thing THAT ( http://dbpedia.org/property/starring SOME http://dbpedia.org/resource/Tom_Cruise )) AND (Thing THAT (topProperty SOME ?Thing)))))"
"SELECT * WHERE { ?loc <http://www.w3.org/2000/01/rdf-schema#label> "Lansing (village), New York"@en ; ?x ?y } ","(Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "Lansing (village))) AND (Thing THAT (topProperty SOME Thing))"
"SELECT ?state ?mtn ?lat ?long WHERE { ?state <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:States_of_the_United_States> ; <http://dbpedia.org/property/highestpoint> ?mtn . ?mtn <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat ; <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?long } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:States_of_the_United_States )) AND (Thing THAT (http://dbpedia.org/property/highestpoint SOME ((Thing THAT ( http://www.w3.org/2003/01/geo/wgs84_pos#lat SOME Thing )) AND (Thing THAT ( http://www.w3.org/2003/01/geo/wgs84_pos#long SOME Thing )))))"
"SELECT ?cat ?cat1 ?sub WHERE { ?cat <http://www.w3.org/2004/02/skos/core#broader> <http://dbpedia.org/resource/Category:Buildings_and_structures_in_France> ; <http://www.w3.org/2004/02/skos/core#broader> <http://dbpedia.org/resource/Category:Visitor_attractions_in_France> . ?cat1 <http://www.w3.org/2004/02/skos/core#broader> ?cat . ?sub <http://www.w3.org/2004/02/skos/core#subject> ?cat } ","ObjectProperty: http://www.w3.org/2004/02/skos/core#broaderInverse 
   inverseOf http://www.w3.org/2004/02/skos/core#broader
ObjectProperty: http://www.w3.org/2004/02/skos/core#subjectInverse 
   inverseOf http://www.w3.org/2004/02/skos/core#subject
(Thing THAT ( http://www.w3.org/2004/02/skos/core#broader SOME http://dbpedia.org/resource/Category:Buildings_and_structures_in_France )) AND (Thing THAT ( http://www.w3.org/2004/02/skos/core#broader SOME http://dbpedia.org/resource/Category:Visitor_attractions_in_France )) AND (Thing THAT (http://www.w3.org/2004/02/skos/core#broaderInverse SOME Thing)) AND (Thing THAT (http://www.w3.org/2004/02/skos/core#subjectInverse SOME Thing))"
"SELECT ?person WHERE { ?person ?o <http://dbpedia.org/resource/Amsterdam> } ","(Thing THAT (topProperty SOME http://dbpedia.org/resource/Amsterdam))"
"SELECT ?shireCounty WHERE { <http://dbpedia.org/resource/Glastonbury> <http://dbpedia.org/property/shireCounty> ?shireCounty } ","ObjectProperty: http://dbpedia.org/property/shireCountyInverse 
   inverseOf http://dbpedia.org/property/shireCounty
(Thing THAT (http://dbpedia.org/property/shireCountyInverse SOME http://dbpedia.org/resource/Glastonbury))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Chantilly%2C_Oise> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Chantilly%2C_Oise))"
"SELECT * WHERE { ?x ?y <http://xmlns.com/foaf/0.1/Person> } ","(Thing THAT (topProperty SOME http://xmlns.com/foaf/0.1/Person))"
"SELECT * WHERE { ?player <http://dbpedia.org/property/position> <http://dbpedia.org/resource/Striker> } ","(Thing THAT ( http://dbpedia.org/property/position SOME http://dbpedia.org/resource/Striker ))"
"SELECT ?shireCounty WHERE { <http://dbpedia.org/resource/Tring> <http://dbpedia.org/property/shireCounty> ?shireCounty } ","ObjectProperty: http://dbpedia.org/property/shireCountyInverse 
   inverseOf http://dbpedia.org/property/shireCounty
(Thing THAT (http://dbpedia.org/property/shireCountyInverse SOME http://dbpedia.org/resource/Tring))"
"SELECT ?country ?latitude WHERE { ?country <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?latitude } ","(Thing THAT ( http://www.w3.org/2003/01/geo/wgs84_pos#lat SOME Thing ))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/The_Calivari_Tale> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/The_Calivari_Tale))"
"SELECT * WHERE { ?artist a <http://dbpedia.org/ontology/MusicalArtist> ; <http://dbpedia.org/property/genre> <http://dbpedia.org/resource/Blues> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/MusicalArtist )) AND (Thing THAT ( http://dbpedia.org/property/genre SOME http://dbpedia.org/resource/Blues ))"
"SELECT ?y ?z WHERE { <http://dbpedia.org/resource/Ayrton_Senna> ?y ?z } ","((topProperty SOME Thing))"
"SELECT ?p ?o WHERE { <http://dbpedia.org/resource/The_Da_Vinci_Code> ?p ?o } ","((topProperty SOME Thing))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Flodaigh%2C_Lewis> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Flodaigh%2C_Lewis))"
"SELECT ?name ?birth ?death ?person WHERE { ?person <http://xmlns.com/foaf/0.1/name> ?name ; <http://dbpedia.org/property/birthPlace> <http://dbpedia.org/resource/Berlin> } ","ObjectProperty: http://xmlns.com/foaf/0.1/nameInverse 
   inverseOf http://xmlns.com/foaf/0.1/name
(Thing THAT (http://xmlns.com/foaf/0.1/nameInverse SOME ((Thing THAT ( http://dbpedia.org/property/birthPlace SOME http://dbpedia.org/resource/Berlin )))))"
"SELECT * WHERE { ?episode <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:The_Simpsons_episodes%2C_season_12> ; <http://dbpedia.org/property/blackboard> ?chalkboard_gag } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:The_Simpsons_episodes%2C_season_12 )) AND (Thing THAT ( http://dbpedia.org/property/blackboard SOME Thing_gag ))"
"SELECT ?value WHERE { <http://dbpedia.org/resource/Lionel_Messi> <http://dbpedia.org/ontology/team> ?value } ","ObjectProperty: http://dbpedia.org/ontology/teamInverse 
   inverseOf http://dbpedia.org/ontology/team
(Thing THAT (http://dbpedia.org/ontology/teamInverse SOME http://dbpedia.org/resource/Lionel_Messi))"
"SELECT ?x ?a ?Concept WHERE { ?x ?a ?Concept ; <http://www.georss.org/georss/point> ?z } ","(Thing THAT (topProperty SOME Thing)) AND (Thing THAT ( http://www.georss.org/georss/point SOME Thing ))"
"SELECT * WHERE { ?Person <http://dbpedia.org/property/resides> <http://dbpedia.org/resource/New_York> ; <http://dbpedia.org/property/resides> ?Wohnort } ","(Thing THAT ( http://dbpedia.org/property/resides SOME http://dbpedia.org/resource/New_York )) AND (Thing THAT ( http://dbpedia.org/property/resides SOME Thing ))"
"SELECT * WHERE { ?company a <http://dbpedia.org/ontology/Organisation> ; <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/California> . ?product <http://dbpedia.org/ontology/developer> ?company ; a <http://dbpedia.org/ontology/Software> } ","ObjectProperty: http://dbpedia.org/ontology/developerInverse 
   inverseOf http://dbpedia.org/ontology/developer
(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Organisation )) AND (Thing THAT ( http://dbpedia.org/ontology/foundationPlace SOME http://dbpedia.org/resource/California )) AND (Thing THAT (http://dbpedia.org/ontology/developerInverse SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Software )))))"
"SELECT * WHERE { ?x <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Capitals_in_Europe> ; <http://dbpedia.org/property/urbanPop> ?y } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Capitals_in_Europe )) AND (Thing THAT ( http://dbpedia.org/property/urbanPop SOME Thing ))"
"SELECT ?n WHERE { ?x a <http://dbpedia.org/ontology/Film> ; <http://xmlns.com/foaf/0.1/name> ?n } ","ObjectProperty: http://xmlns.com/foaf/0.1/nameInverse 
   inverseOf http://xmlns.com/foaf/0.1/name
(Thing THAT (http://xmlns.com/foaf/0.1/nameInverse SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Film )))))"
"SELECT * WHERE { ?a a <http://dbpedia.org/ontology/Band> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Band ))"
"SELECT * WHERE { ?company a <http://dbpedia.org/ontology/Organisation> ; <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/New_York> . ?product <http://dbpedia.org/ontology/developer> ?company ; a <http://dbpedia.org/ontology/Software> } ","ObjectProperty: http://dbpedia.org/ontology/developerInverse 
   inverseOf http://dbpedia.org/ontology/developer
(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Organisation )) AND (Thing THAT ( http://dbpedia.org/ontology/foundationPlace SOME http://dbpedia.org/resource/New_York )) AND (Thing THAT (http://dbpedia.org/ontology/developerInverse SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Software )))))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Biryuch> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Biryuch))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Snezhinsk> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Snezhinsk))"
"SELECT ?s WHERE { ?s <http://www.w3.org/2000/01/rdf-schema#label> "Economy"@en } ","(Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "Economy"@en ))"
"SELECT ?title ?author WHERE { { ?title <http://dbpedia.org/property/genre> <http://dbpedia.org/resource/Science_fiction> } } ","(Thing THAT ( http://dbpedia.org/property/genre SOME http://dbpedia.org/resource/Science_fiction ))"
"SELECT ?film WHERE { ?film <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Films_set_in_New_York_City> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Frank_Sinatra> } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Films_set_in_New_York_City )) AND (Thing THAT ( http://dbpedia.org/ontology/starring SOME http://dbpedia.org/resource/Frank_Sinatra ))"
"SELECT ?abstract WHERE { <http://dbpedia.org/resource/Bruce_Springsteen> <http://dbpedia.org/ontology/instrument> ?abstract } ","ObjectProperty: http://dbpedia.org/ontology/instrumentInverse 
   inverseOf http://dbpedia.org/ontology/instrument
(Thing THAT (http://dbpedia.org/ontology/instrumentInverse SOME http://dbpedia.org/resource/Bruce_Springsteen))"
"SELECT * WHERE { ?person <http://xmlns.com/foaf/0.1/name> ?name } ","(Thing THAT ( http://xmlns.com/foaf/0.1/name SOME Thing ))"
"SELECT ?person ?placeOfBirth WHERE { ?person ?placeOfBirth <http://dbpedia.org/resource/Amsterdam> } ","(Thing THAT (topProperty SOME http://dbpedia.org/resource/Amsterdam))"
"SELECT ?name ?actor WHERE { ?actor <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Belgian_film_actors> ; <http://xmlns.com/foaf/0.1/name> ?name } ","ObjectProperty: http://xmlns.com/foaf/0.1/nameInverse 
   inverseOf http://xmlns.com/foaf/0.1/name
(Thing THAT (http://xmlns.com/foaf/0.1/nameInverse SOME ((Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Belgian_film_actors )))))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Weisdale_Mill> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Weisdale_Mill))"
"SELECT ?cat ?sub ?abstract WHERE { ?cat <http://www.w3.org/2004/02/skos/core#broader> <http://dbpedia.org/resource/Category:Palaces_in_France> . ?sub <http://www.w3.org/2004/02/skos/core#subject> ?cat . ?m <http://dbpedia.org/property/museum> ?sub . ?sub <http://dbpedia.org/ontology/abstract> ?abstract } ","ObjectProperty: http://www.w3.org/2004/02/skos/core#subjectInverse 
   inverseOf http://www.w3.org/2004/02/skos/core#subject
(Thing THAT ( http://www.w3.org/2004/02/skos/core#broader SOME http://dbpedia.org/resource/Category:Palaces_in_France )) AND (Thing THAT (http://www.w3.org/2004/02/skos/core#subjectInverse SOME ((Thing THAT ( http://dbpedia.org/ontology/abstract SOME Thing )))))"
"SELECT * WHERE { ?artist a <http://dbpedia.org/ontology/MusicalArtist> ; <http://dbpedia.org/property/genre> <http://dbpedia.org/resource/Hard_rock> ; <http://dbpedia.org/property/genre> <http://dbpedia.org/resource/Thrash_metal> ; <http://dbpedia.org/property/genre> <http://dbpedia.org/resource/Speed_metal> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/MusicalArtist )) AND (Thing THAT ( http://dbpedia.org/property/genre SOME http://dbpedia.org/resource/Hard_rock )) AND (Thing THAT ( http://dbpedia.org/property/genre SOME http://dbpedia.org/resource/Thrash_metal )) AND (Thing THAT ( http://dbpedia.org/property/genre SOME http://dbpedia.org/resource/Speed_metal ))"
"SELECT ?cat ?sub ?abstract WHERE { ?cat <http://www.w3.org/2004/02/skos/core#broader> <http://dbpedia.org/resource/Category:Palaces_in_France> ; <http://www.w3.org/2004/02/skos/core#broader> <http://dbpedia.org/resource/Category:Museums_in_Paris> } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#broader SOME http://dbpedia.org/resource/Category:Palaces_in_France )) AND (Thing THAT ( http://www.w3.org/2004/02/skos/core#broader SOME http://dbpedia.org/resource/Category:Museums_in_Paris ))"
"SELECT ?symptom ?property ?disease WHERE { { ?symptom ?property ?disease ; <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Symptoms> } } ","(Thing THAT (topProperty SOME Thing)) AND (Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Symptoms ))"
"SELECT ?b WHERE { ?b a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/musicComposer> <http://dbpedia.org/resource/Robin_Gibb> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Film )) AND (Thing THAT ( http://dbpedia.org/ontology/musicComposer SOME http://dbpedia.org/resource/Robin_Gibb ))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Corvo_Island> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Corvo_Island))"
"SELECT ?state ?mtn ?lat ?long WHERE { ?state <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Official_historical_monuments_of_France> ; <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?long ; <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Official_historical_monuments_of_France )) AND (Thing THAT ( http://www.w3.org/2003/01/geo/wgs84_pos#long SOME Thing )) AND (Thing THAT ( http://www.w3.org/2003/01/geo/wgs84_pos#lat SOME Thing ))"
"SELECT ?person ?job ?birthLoc WHERE { ?person <http://www.w3.org/2000/01/rdf-schema#label> "George Washington"@en ; <http://dbpedia.org/property/occupation> ?job ; <http://dbpedia.org/property/birthPlace> ?birthLoc } ","(Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "George Washington"@en )) AND (Thing THAT ( http://dbpedia.org/property/occupation SOME Thing )) AND (Thing THAT ( http://dbpedia.org/property/birthPlace SOME Thing ))"
"SELECT ?name ?weight WHERE { ?Person a <http://dbpedia.org/ontology/Wrestler> ; <http://dbpedia.org/property/name> ?name ; <http://dbpedia.org/property/weight> ?weight } ","ObjectProperty: http://dbpedia.org/property/nameInverse 
   inverseOf http://dbpedia.org/property/name
(Thing THAT (http://dbpedia.org/property/nameInverse SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Wrestler )) AND (Thing THAT ( http://dbpedia.org/property/weight SOME Thing )))))"
"SELECT ?state ?capital WHERE { ?state <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:States_of_the_United_States> ; <http://dbpedia.org/property/capital> ?capital } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:States_of_the_United_States )) AND (Thing THAT ( http://dbpedia.org/property/capital SOME Thing ))"
"SELECT ?country ?latitude WHERE { ?country <http://www.w3.org/2000/01/rdf-schema#label> ?latitude } ","(Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME Thing ))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Longay> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Longay))"
"SELECT ?subject ?abstract WHERE { ?subject a <http://dbpedia.org/ontology/Building> ; <http://dbpedia.org/property/location> <http://dbpedia.org/resource/Greece> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Building )) AND (Thing THAT ( http://dbpedia.org/property/location SOME http://dbpedia.org/resource/Greece ))"
"SELECT * WHERE { <http://dbpedia.org/resource/Munich> <http://dbpedia.org/ontology/abstract> ?abstract } ","ObjectProperty: http://dbpedia.org/ontology/abstractInverse 
   inverseOf http://dbpedia.org/ontology/abstract
(Thing THAT (http://dbpedia.org/ontology/abstractInverse SOME http://dbpedia.org/resource/Munich))"
"SELECT ?Name WHERE { ?Person <http://dbpedia.org/property/placeOfBirth> <http://dbpedia.org/resource/Seattle> ; <http://dbpedia.org/property/name> ?Name } ","ObjectProperty: http://dbpedia.org/property/nameInverse 
   inverseOf http://dbpedia.org/property/name
(Thing THAT (http://dbpedia.org/property/nameInverse SOME ((Thing THAT ( http://dbpedia.org/property/placeOfBirth SOME http://dbpedia.org/resource/Seattle )))))"
"SELECT ?s ?o WHERE { ?s <http://dbpedia.org/property/own> ?o } ","(Thing THAT ( http://dbpedia.org/property/own SOME Thing ))"
"SELECT ?name ?surname WHERE { <http://dbpedia.org/resource/Michael_Jackson> <http://xmlns.com/foaf/0.1/name> ?name ; <http://xmlns.com/foaf/0.1/surname> ?surname } ","ObjectProperty: http://xmlns.com/foaf/0.1/nameInverse 
   inverseOf http://xmlns.com/foaf/0.1/name
(Thing THAT (http://xmlns.com/foaf/0.1/nameInverse SOME ((http://dbpedia.org/resource/Michael_Jackson THAT ( http://xmlns.com/foaf/0.1/surname SOME Thing )))))"
"SELECT ?obj WHERE { ?obj a <http://dbpedia.org/ontology/City> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/City ))"
"SELECT ?cat ?sub WHERE { ?cat <http://www.w3.org/2004/02/skos/core#broader> <http://dbpedia.org/resource/Category:Palaces_in_France> . ?sub <http://www.w3.org/2004/02/skos/core#subject> ?cat . ?m <http://dbpedia.org/property/museum> ?sub } ","ObjectProperty: http://www.w3.org/2004/02/skos/core#subjectInverse 
   inverseOf http://www.w3.org/2004/02/skos/core#subject
(Thing THAT ( http://www.w3.org/2004/02/skos/core#broader SOME http://dbpedia.org/resource/Category:Palaces_in_France )) AND (Thing THAT (http://www.w3.org/2004/02/skos/core#subjectInverse SOME Thing))"
"SELECT ?loc WHERE { ?loc <http://dbpedia.org/property/commonName> "Fiji"@en } ","(Thing THAT ( http://dbpedia.org/property/commonName SOME "Fiji"@en ))"
"SELECT ?s WHERE { ?s <http://www.w3.org/2000/01/rdf-schema#label> "Nagorno - Karabakh"@en } ","(Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "Nagorno - Karabakh"@en ))"
"SELECT ?person ?name WHERE { <http://dbpedia.org/resource/Amsterdam> <http://dbpedia.org/property/officialName> ?name . ?person ?placeOfBirth <http://dbpedia.org/resource/Amsterdam> } ","(Thing THAT (topProperty SOME ((http://dbpedia.org/resource/Amsterdam THAT ( http://dbpedia.org/property/officialName SOME Thing )))))"
"SELECT * WHERE { ?x a ?y } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME Thing ))"
"SELECT ?s ?abstract WHERE { ?s <http://dbpedia.org/property/birthplace> <http://dbpedia.org/resource/Arendal> ; ?p ?abstract } ","(Thing THAT ( http://dbpedia.org/property/birthplace SOME http://dbpedia.org/resource/Arendal )) AND (Thing THAT (topProperty SOME Thing))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Abovyan> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Abovyan))"
"SELECT ?x ?b WHERE { ?x <http://www.georss.org/georss/point> ?z ; a ?b } ","(Thing THAT ( http://www.georss.org/georss/point SOME Thing )) AND (Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME Thing ))"
"SELECT * WHERE { ?s ?p <http://xmlns.com/foaf/0.1/Person> } ","(Thing THAT (topProperty SOME http://xmlns.com/foaf/0.1/Person))"
"SELECT ?s WHERE { ?s <http://www.w3.org/2000/01/rdf-schema#label> "G7"@en } ","(Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "G7"@en ))"
"SELECT ?a ?b WHERE { ?a <http://www.w3.org/2004/02/skos/core#broader> ?b } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#broader SOME Thing ))"
"SELECT * WHERE { ?s <http://dbpedia.org/property/wikilink> <http://dbpedia.org/resource/Partner_%28business_rank%29> } ","(Thing THAT ( http://dbpedia.org/property/wikilink SOME http://dbpedia.org/resource/Partner_%28business_rank%29 ))"
"SELECT * WHERE { ?company a <http://dbpedia.org/ontology/Organisation> . ?product <http://dbpedia.org/ontology/manufacturer> ?company ; a <http://dbpedia.org/ontology/Aircraft> } ","ObjectProperty: http://dbpedia.org/ontology/manufacturerInverse 
   inverseOf http://dbpedia.org/ontology/manufacturer
(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Organisation )) AND (Thing THAT (http://dbpedia.org/ontology/manufacturerInverse SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Aircraft )))))"
"SELECT * WHERE { <http://dbpedia.org/resource/Munich> <http://dbpedia.org/ontology/abstract> ?abstract ; <http://www.w3.org/2000/01/rdf-schema#label> ?name } ","ObjectProperty: http://dbpedia.org/ontology/abstractInverse 
   inverseOf http://dbpedia.org/ontology/abstract
(Thing THAT (http://dbpedia.org/ontology/abstractInverse SOME ((http://dbpedia.org/resource/Munich THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME Thing )))))"
"SELECT ?presName ?z WHERE { ?presName <http://www.w3.org/2004/02/skos/core#subject> ?z } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME Thing ))"
"SELECT * WHERE { ?game <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:First-person_shooters> ; <http://xmlns.com/foaf/0.1/name> ?title } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:First-person_shooters )) AND (Thing THAT ( http://xmlns.com/foaf/0.1/name SOME Thing ))"
"SELECT ?name WHERE { <http://dbpedia.org/resource/Michael_Jackson> ?type <http://xmlns.com/foaf/0.1/Person> . ?person <http://xmlns.com/foaf/0.1/name> ?name } ","ObjectProperty: http://xmlns.com/foaf/0.1/nameInverse 
   inverseOf http://xmlns.com/foaf/0.1/name
(Thing THAT (http://xmlns.com/foaf/0.1/nameInverse SOME Thing))"
